"TotalBitcoins","seasonal","trend","remainder"
15020675,91278.0057528729,14343632.4986726,585764.495574534
15025000,91266.1464563995,14343985.3915999,589748.46194371
15028600,97384.9965997887,14375520.0368627,555694.966537463
15031975,97368.0275118534,14407054.6821256,527552.290362537
15035400,97349.2454586184,14644850.8229112,293199.931630205
15039125,97337.3625233689,14882646.9636967,59140.6737798862
15043500,-409307.576835416,15154470.1261624,298337.450673044
15047575,-414630.85491861,15426293.288628,35912.5662906114
15050975,-414648.848716084,15438893.587482,26730.2612340413
15054575,-414666.975694676,15451493.8863361,17748.0893585905
15058950,-414677.18951233,15451285.2779335,22341.9115788229
15062925,-410442.05453304,15451076.6695309,22290.385002112
15067175,-410460.037502499,15450567.8943008,27067.1432017069
15071425,-410478.178869315,15450059.1190707,31844.0597986579
15075825,-410488.404123103,15449342.2331949,36971.1709282193
15079650,-404523.716794515,15448625.3473191,35548.3694754057
15082950,-404541.688935959,15447680.0922806,39811.5966553167
15086025,-404559.844691,15446734.8372422,43850.0074488223
15089500,-404570.081380921,15445260.3730618,48809.7083191201
15092975,-399565.72644,15443785.9088814,48754.8175585754
15097350,-399583.687753429,15442483.9316074,54449.756146064
15101075,-399601.857896694,15441181.9543333,59494.9035633896
15104725,-399612.106022749,15439626.8886297,64710.2173930071
15108075,-396423.504747099,15438071.8229262,66426.6818209197
15112200,-396441.455232512,15436455.524576,72185.9306564741
15116675,-396459.639764002,15434839.2262259,78295.4135381021
15120825,-396469.899326191,15433219.5538603,84075.3454659395
15125150,-391144.943464004,15431599.8814946,84695.0619694032
15129250,-391162.883121401,15429927.568509,90485.3146124184
15133100,-391181.07751924,15428255.2555234,96025.821995873
15136800,-391191.353039438,15426484.9943245,101506.35871489
15141050,-385896.214064063,15424714.7331257,102231.480938334
15145475,-385914.142893446,15422889.9971578,108499.145735614
15149950,-385932.347157634,15421065.2611899,114817.085967701
15154350,-385942.638635841,15419242.3743975,121050.264238359
15158450,-381580.192377839,15417419.487605,122610.70477281
15162800,-381598.110379206,15415592.966864,128805.143515231
15167425,-381616.324509743,15413766.4461229,135274.878386823
15171925,-381626.631945959,15411963.2441497,141588.387796232
15176700,-376880.457742322,15410160.0421765,143420.415565787
15181250,-376898.364915673,15408365.3884425,149782.976473134
15185275,-376916.588912559,15406570.7347085,155620.854204018
15189500,-376926.912306785,15404697.1026227,161729.809684094
15193725,-375029.920572995,15402823.4705368,165931.450036155
15198525,-375047.816918332,15400814.1846246,172758.632293763
15202500,-375066.050781566,15398804.8987123,178761.152069269
15206325,-375076.390133801,15396603.6178595,184797.772274259
15210825,-370213.623344098,15394402.3370068,186636.28633731
15214525,-370231.508861419,15392070.9383348,192685.570526596
15218250,-370249.752591003,15389739.5396629,198760.212928144
15221750,-370260.107901247,15387273.2055558,204736.902345462
15226250,-363125.331850968,15384806.8714487,204568.460402254
15229725,-363143.206540274,15382242.5737218,210625.632818518
15233675,-363161.460136207,15379678.2759948,217158.184141412
15236825,-363171.83140446,15377101.0253402,222895.806064302
15240075,-358711.575064507,15374523.7746855,224262.800378986
15243450,-358729.438925797,15371991.3021425,230188.136783274
15246525,-358747.702388079,15369458.8295995,235813.87278855
15250150,-358758.089614342,15366950.6524676,241957.437146766
15253900,-354179.368968388,15364442.4753356,243636.893632764
15257175,-354197.222001663,15362023.6967365,249348.525265168
15260900,-354215.495330294,15359604.9181374,255510.577192929
15264275,-354225.898514566,15357411.8570929,261089.041421629
15267475,-349223.977004738,15355218.7960485,261480.180956231
15271400,-349241.819209998,15353116.9010305,267524.918179547
15274725,-349260.102404978,15351015.0060124,272970.096392585
15278525,-349270.521547259,15349158.8889235,278636.632623719
15282500,-343606.708811332,15347302.7718347,278803.936976643
15285975,-343624.540188576,15345520.5662069,284078.973981638
15289850,-343642.833249905,15343738.3605792,289754.472670712
15293200,-343653.268350195,15341936.5220195,294916.746330656
15297325,-337699.008348683,15340134.6834599,294889.324888799
15301350,-337716.828897912,15338332.7407938,300734.088104099
15305425,-337735.13182559,15336530.7981277,306629.333697846
15309050,-337745.582883889,15334721.7086372,312073.87424667
15312325,-332341.65203414,15332912.6191467,311754.032887442
15316100,-332359.461755353,15331059.8851248,317399.576630568
15319900,-332377.77454938,15329207.1511029,323070.623446506
15324150,-332388.241565689,15327236.4796504,329301.761915311
15327525,-327069.843430066,15325265.8081979,329329.035232183
15330975,-327087.642323264,15323133.3735675,334929.268755769
15334350,-327105.96498364,15321000.9389371,340455.026046531
15338125,-327116.447957958,15318801.0507081,346440.397249894
15341275,-321131.40115593,15316601.162479,345805.238676909
15345000,-321149.189221113,15314401.4889742,351747.70024688
15348775,-321167.521747838,15312201.8154694,357740.706278393
15352550,-321178.020680165,15310105.5606203,363622.460059905
15356175,-315155.513042122,15308009.3057711,363321.207271047
15359850,-315173.29027929,15305982.144917,369041.145362278
15363675,-315191.632672364,15303954.9840629,374911.648609418
15367225,-315202.1475627,15301929.287285,380497.860277729
15371475,-309399.022696053,15299903.590507,380970.432189055
15375450,-309416.789105205,15297817.9655515,387048.823553687
15378575,-309435.141364628,15295732.340596,392277.800768593
15382000,-309445.672212974,15293647.7689568,397797.903256169
15385750,-303983.178354468,15291563.1973176,398169.981036894
15389425,-304000.933935605,15289476.3100898,403949.623845806
15393525,-304019.296061377,15287389.422862,410154.873199353
15397250,-304029.842867732,15285347.1686805,415932.674187243
15401125,-298412.777482137,15283304.914499,416232.86298318
15404775,-298430.522235258,15281347.284678,421858.237557257
15408300,-298448.894227379,15279389.654857,427359.239370333
15412350,-298459.456991744,15277459.9850334,433349.471958317
15416700,-292767.438750913,15275530.3152098,433937.123541107
15420475,-292785.172676019,15273623.8087312,439636.363944817
15424275,-292803.554534489,15271717.3022526,445361.252281889
15428200,-292814.133256862,15269863.6799502,451150.453306692
15432325,-286932.042145435,15268010.0576477,451246.984497694
15435950,-286949.765242526,15266142.2641783,456757.50106423
15439525,-286968.156967345,15264274.4707089,462218.686258493
15443350,-286978.751647728,15262274.0239907,468054.727656981
15446725,-280811.516217969,15260273.5772726,467262.938945331
15450475,-280829.228487044,15258305.2528222,472998.975664809
15454150,-280847.630078212,15256336.9283718,478660.701706378
15458250,-280858.240716604,15254303.4852467,484804.755469931
15461775,-274547.199016119,15252270.0421215,484052.156894609
15465475,-274564.900457179,15250118.1137697,489921.786687454
15468775,-274583.311914696,15247966.1854179,495392.126496756
15472050,-274593.938511098,15245794.8455855,500849.092925604
15475750,-268043.676160278,15243623.505753,500170.170407232
15479150,-268061.366773323,15241433.2028787,505778.163894584
15482450,-268079.788097189,15239242.9000044,511286.888092758
